ParentEduc,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore,Overall_Score,Grades,Gender_male,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_completed,TestPrep_none,ParentMaritalStatus_divorced,ParentMaritalStatus_married,ParentMaritalStatus_single,ParentMaritalStatus_widowed,TransportMeans_private,TransportMeans_school_bus
3,3,2,4,0,65,65,63,64.33,3,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True
6,2,2,4,0,94,100,100,98.0,0,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True
2,2,1,2,2,64,60,64,62.67,3,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
4,1,1,1,0,97,83,87,89.0,1,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True
2,2,1,4,0,92,100,98,96.67,0,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
1,1,2,3,1,52,43,42,45.67,4,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True
2,3,2,3,3,64,56,65,61.67,3,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
5,2,2,0,0,85,81,83,83.0,1,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True
0,3,2,4,1,67,82,81,76.67,2,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
6,3,2,1,0,66,68,72,68.67,3,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
2,2,2,0,1,64,65,69,66.0,3,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
1,1,1,1,0,33,37,35,35.0,4,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True
2,2,2,7,1,72,78,79,76.33,2,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
3,2,2,1,2,76,77,72,75.0,2,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False
2,3,1,2,1,84,85,90,86.33,1,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True
6,3,2,1,2,66,63,66,65.0,3,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False
5,3,1,4,2,60,58,59,59.0,4,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
1,3,2,1,1,35,55,58,49.33,4,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
3,2,1,2,1,73,64,59,65.33,3,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True
4,1,1,1,1,86,81,73,80.0,1,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
1,2,2,2,0,86,91,94,90.33,0,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
1,2,2,1,0,52,70,69,63.67,3,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1,3,1,2,1,57,64,64,61.67,3,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True
3,1,2,3,0,42,54,50,48.67,4,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
5,2,2,1,0,75,69,67,70.33,2,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False
1,3,2,5,1,85,80,73,79.33,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,3,2,3,0,48,57,60,55.0,4,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
2,2,2,3,0,65,55,54,58.0,4,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
1,2,1,2,0,63,55,54,57.33,4,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
3,2,1,1,0,80,78,64,74.0,2,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
3,3,2,2,1,46,59,58,54.33,4,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
3,2,2,3,0,90,81,75,82.0,1,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False
4,1,1,4,0,73,73,80,75.33,2,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
6,3,2,1,1,74,82,80,78.67,2,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6,1,1,1,1,79,85,88,84.0,1,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False
0,3,2,1,0,44,44,45,44.33,4,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True
6,1,1,2,1,56,63,55,58.0,4,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
2,3,1,4,3,80,82,85,82.33,1,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
4,3,2,3,1,95,87,93,91.67,0,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
5,1,2,5,0,55,66,62,61.0,3,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
4,2,0,0,0,83,67,70,73.33,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
5,3,2,1,1,50,62,63,58.33,4,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True
5,2,1,2,0,67,71,65,67.67,3,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
6,2,2,1,1,39,28,34,33.67,4,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
3,3,2,1,0,68,74,78,73.33,2,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True
6,1,2,2,2,66,61,59,62.0,3,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True
5,2,2,1,1,64,74,80,72.67,2,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False
1,1,2,0,0,67,56,55,59.33,4,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
4,3,2,1,1,79,91,89,86.33,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
3,1,2,3,2,85,72,63,73.33,2,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
1,2,2,3,0,65,54,57,58.67,4,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
3,3,1,1,0,52,63,59,58.0,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1,2,1,1,1,55,65,59,59.67,4,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,2,1,1,0,76,90,85,83.67,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
3,3,2,2,0,57,70,63,63.33,3,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
4,3,2,3,1,75,65,64,68.0,3,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True
3,3,2,1,1,69,84,79,77.33,2,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False
6,3,2,4,0,35,48,51,44.67,4,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
4,3,2,1,0,56,63,63,60.67,3,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True
1,3,2,0,2,39,45,43,42.33,4,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False
3,3,2,3,3,80,70,73,74.33,2,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False
2,2,2,2,0,78,70,69,72.33,2,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
0,2,2,1,0,69,95,91,85.0,1,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
1,3,1,2,0,75,61,59,65.0,3,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
1,3,1,1,3,54,64,69,62.33,3,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
6,0,2,0,0,56,73,77,68.67,3,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
3,3,1,2,1,51,60,62,57.67,4,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
3,3,2,1,0,49,65,56,56.67,4,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
6,2,2,3,0,70,70,64,68.0,3,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
1,3,2,2,1,60,82,77,73.0,2,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
5,1,1,1,0,81,79,79,79.67,2,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
2,3,2,6,2,81,80,84,81.67,1,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
5,0,2,1,1,73,58,52,61.0,3,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True
5,3,2,4,0,60,74,73,69.0,3,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,2,1,1,0,100,100,100,100.0,0,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
5,3,2,3,0,79,65,67,70.33,2,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False
3,3,2,0,0,60,62,62,61.33,3,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False
3,3,2,2,1,33,45,47,41.67,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
3,3,2,4,0,45,34,29,36.0,4,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True
5,3,2,1,0,48,49,44,47.0,4,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
3,3,1,1,0,73,72,73,72.67,2,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
3,1,1,2,0,67,75,74,72.0,2,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
2,3,2,1,0,64,72,72,69.33,3,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
0,2,2,3,2,74,62,63,66.33,3,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
6,3,2,2,2,72,86,86,81.33,1,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False
1,3,1,1,2,61,54,49,54.67,4,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False
6,3,2,0,2,47,45,43,45.0,4,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False
1,3,2,3,0,96,89,96,93.67,0,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False
1,2,1,3,0,58,66,69,64.33,3,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
5,2,2,1,0,71,61,66,66.0,3,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
4,2,1,2,0,93,96,99,96.0,0,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
6,1,2,2,0,59,73,65,65.67,3,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
3,3,2,3,0,82,81,83,82.0,1,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
6,3,2,3,2,85,81,78,81.33,1,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
4,3,2,2,2,89,95,100,94.67,0,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
1,2,2,2,2,74,67,66,69.0,3,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
5,2,2,1,1,63,72,75,70.0,2,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
3,2,2,4,0,56,51,50,52.33,4,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True
1,3,2,3,0,44,35,41,40.0,4,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False
2,3,2,0,0,97,85,95,92.33,0,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False
4,3,2,3,0,52,69,64,61.67,3,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
0,2,2,3,0,74,80,87,80.33,1,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
1,1,1,3,0,81,79,70,76.67,2,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
3,2,2,1,3,36,53,49,46.0,4,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
6,1,1,4,0,73,63,58,64.67,3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
5,3,2,4,0,79,90,87,85.33,1,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True
1,2,1,3,0,87,88,95,90.0,0,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
5,2,2,3,0,98,95,94,95.67,0,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
5,2,2,4,0,56,51,48,51.67,4,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False
6,1,2,0,0,47,65,64,58.67,4,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True
3,3,2,2,1,82,85,78,81.67,1,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
5,2,1,2,0,100,98,100,99.33,0,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False
0,3,2,2,3,49,39,41,43.0,4,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
4,2,0,3,2,78,58,58,64.67,3,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
5,3,1,1,0,45,50,46,47.0,4,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
4,3,2,2,0,53,62,66,60.33,3,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
3,3,2,3,1,27,37,37,33.67,4,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
5,1,2,6,0,66,52,49,55.67,4,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
4,1,1,2,0,58,73,75,68.67,3,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,3,2,2,1,47,56,53,52.0,4,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
5,2,2,3,0,49,66,67,60.67,3,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
6,1,2,2,0,48,51,51,50.0,4,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False
3,3,1,2,0,60,70,72,67.33,3,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,2,2,2,1,56,54,53,54.33,4,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
6,3,2,5,0,57,54,48,53.0,4,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
3,3,1,2,0,63,71,75,69.67,3,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
5,2,2,2,2,89,75,80,81.33,1,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False
0,3,2,2,0,64,62,59,61.67,3,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
6,3,2,1,1,77,92,88,85.67,1,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
6,1,1,1,0,64,66,59,63.0,3,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
2,3,2,4,2,73,79,83,78.33,2,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True
1,1,1,3,1,78,75,69,74.0,2,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True
6,3,1,1,0,78,79,80,79.0,2,True,False,False,False,True,False,True,True,False,True,False,False,False,True,False
4,2,2,3,0,66,69,62,65.67,3,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
5,1,2,2,0,37,47,41,41.67,4,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
3,3,1,5,3,63,65,69,65.67,3,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
2,1,2,0,1,55,52,54,53.67,4,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
3,2,0,4,2,42,52,48,47.33,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
6,3,2,1,0,46,66,60,57.33,4,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
3,1,2,1,2,75,76,77,76.0,2,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False
1,3,1,1,1,85,85,85,85.0,1,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False
2,2,1,1,3,61,49,48,52.67,4,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1,1,1,3,0,54,69,67,63.33,3,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
4,3,2,2,2,59,60,50,56.33,4,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
3,2,1,4,0,93,97,100,96.67,0,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
5,0,1,1,2,82,69,68,73.0,2,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
4,3,2,4,2,50,44,46,46.67,4,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
5,3,2,0,0,71,62,69,67.33,3,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
5,3,2,2,2,83,86,81,83.33,1,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True
5,3,2,1,1,84,74,78,78.67,2,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
1,2,2,1,0,64,73,72,69.67,3,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
6,3,2,1,2,62,56,62,60.0,3,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
6,3,0,2,0,68,79,76,74.33,2,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
1,3,1,2,3,64,60,58,60.67,3,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
3,2,2,1,0,75,82,82,79.67,2,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
1,3,2,3,2,46,51,51,49.33,4,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
0,1,2,0,2,66,58,62,62.0,3,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
5,3,2,2,0,54,62,64,60.0,3,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
4,2,2,0,1,67,58,66,63.67,3,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
5,2,1,3,1,50,53,58,53.67,4,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
1,3,2,5,0,67,81,75,74.33,2,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
5,3,2,3,2,40,40,41,40.33,4,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
5,3,1,2,2,72,80,80,77.33,2,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False
3,2,2,1,3,66,59,60,61.67,3,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
3,0,2,1,1,69,61,57,62.33,3,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
0,2,2,2,2,71,78,81,76.67,2,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False
1,1,1,2,0,72,74,84,76.67,2,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
3,3,1,1,2,79,74,69,74.0,2,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
6,3,2,1,0,70,73,67,70.0,2,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
6,1,2,3,2,44,58,58,53.33,4,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
3,2,2,2,1,71,59,62,64.0,3,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True
2,3,2,2,0,78,100,92,90.0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
5,3,2,3,0,54,55,50,53.0,4,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2,2,2,4,3,50,56,53,53.0,4,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
2,1,1,2,0,80,84,84,82.67,1,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
3,1,2,1,0,36,52,46,44.67,4,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,3,1,1,0,57,72,76,68.33,3,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
3,2,1,3,0,92,90,87,89.67,1,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
1,3,1,2,0,69,68,73,70.0,2,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False
1,3,2,2,2,59,65,67,63.67,3,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
6,3,2,0,1,69,61,57,62.33,3,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True
2,2,2,4,0,94,77,75,82.0,1,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False
5,1,1,4,2,66,67,72,68.33,3,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
3,3,2,2,0,78,80,75,77.67,2,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
6,1,2,5,1,53,56,50,53.0,4,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,3,1,4,0,48,44,45,45.67,4,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False
5,2,1,2,0,67,51,55,57.67,4,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False
6,2,1,1,0,51,41,42,44.67,4,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
1,2,2,0,0,65,64,70,66.33,3,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
5,2,1,3,2,86,73,69,76.0,2,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
6,3,2,1,2,51,58,58,55.67,4,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True
2,3,2,1,0,56,62,57,58.33,4,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False
2,3,2,0,3,56,74,82,70.67,2,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
5,2,2,1,0,66,61,67,64.67,3,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True
5,2,2,3,1,71,68,72,70.33,2,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
6,3,2,4,2,53,64,64,60.33,3,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
6,2,2,2,2,76,80,79,78.33,2,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
5,2,2,3,1,55,62,57,58.0,4,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
5,3,2,2,0,63,77,77,72.33,2,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False
1,3,2,1,1,64,70,63,65.67,3,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False
2,3,2,1,1,65,75,74,71.33,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
6,3,2,0,0,69,56,56,60.33,3,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True
1,1,1,2,0,63,63,60,62.0,3,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True
4,3,1,3,1,67,60,63,63.33,3,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
6,2,2,1,1,45,42,43,43.33,4,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
5,3,2,3,0,65,74,80,73.0,2,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
3,2,2,1,0,88,90,92,90.0,0,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
3,3,2,1,0,54,50,41,48.33,4,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
6,1,2,4,0,64,69,64,65.67,3,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
1,3,2,2,1,48,66,69,61.0,3,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
5,2,2,2,0,73,81,84,79.33,2,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False
5,3,1,1,0,72,85,80,79.0,2,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
6,3,2,3,1,56,63,57,58.67,4,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
0,1,2,2,0,61,69,64,64.67,3,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
5,1,2,5,2,69,72,66,69.0,3,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False
6,3,2,2,1,46,63,54,54.33,4,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2,2,2,3,0,77,66,66,69.67,3,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
0,1,2,1,0,54,65,61,60.0,3,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
1,3,2,0,0,78,86,84,82.67,1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
4,3,2,2,0,59,78,77,71.33,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
4,3,2,2,0,96,87,89,90.67,0,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
2,1,2,2,0,88,88,89,88.33,1,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False
6,1,1,4,2,77,71,72,73.33,2,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
6,1,1,2,2,39,39,39,39.0,4,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
5,3,1,2,1,58,69,71,66.0,3,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True
3,3,1,4,0,63,62,60,61.67,3,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True
6,0,2,4,0,56,60,58,58.0,4,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
3,3,2,3,0,38,52,49,46.33,4,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False
6,3,2,3,1,42,42,44,42.67,4,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False
3,0,1,5,0,86,95,95,92.0,0,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False
0,1,1,4,1,24,30,40,31.33,4,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0,3,2,1,2,85,86,74,81.67,1,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0,3,1,1,0,77,89,94,86.67,1,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True
6,3,2,3,0,41,50,43,44.67,4,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
4,2,2,0,0,60,64,68,64.0,3,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
3,3,2,4,1,67,84,87,79.33,2,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
4,2,2,5,0,88,84,93,88.33,1,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
0,3,2,2,0,70,75,73,72.67,2,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,2,2,0,0,47,63,59,56.33,4,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
5,3,2,3,1,57,61,64,60.67,3,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
6,3,2,3,0,71,75,73,73.0,2,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
1,1,1,1,0,77,87,84,82.67,1,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True
6,3,1,1,0,47,46,42,45.0,4,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True
3,2,2,0,1,59,64,61,61.33,3,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True
1,2,1,3,0,83,81,84,82.67,1,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
6,2,1,2,2,77,63,59,66.33,3,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True
3,3,2,1,0,75,68,58,67.0,3,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
6,3,2,1,0,53,69,61,61.0,3,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
6,2,1,4,1,76,79,82,79.0,2,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
1,3,2,2,1,66,62,63,63.67,3,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
5,3,2,2,1,53,66,65,61.33,3,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
1,2,2,1,0,72,84,83,79.67,2,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True
3,1,0,4,1,86,81,73,80.0,1,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True
6,1,2,2,0,69,63,55,62.33,3,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True
6,3,1,2,0,69,69,61,66.33,3,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True
4,2,2,3,2,88,69,67,74.67,2,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False
3,2,1,6,2,46,57,56,53.0,4,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False
5,2,1,4,1,75,71,72,72.67,2,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True
2,3,1,7,1,85,81,78,81.33,1,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
1,2,1,1,2,71,69,70,70.0,2,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
6,3,1,1,1,74,75,65,71.33,2,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
5,3,2,4,1,71,72,69,70.67,2,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
2,2,1,1,2,84,86,85,85.0,1,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
5,2,2,3,0,87,100,100,95.67,0,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False
